UnitName,Power_dyn,Power_leak
Block0,0.73,0.13
Block1,0.8,0.16
Block2,0.94,0.27
Block3,1.2,0.3
Block4,0.9,0.15
Block5,0.7,0.17
Block6,0.82,0.2
Block7,0.73,0.13
