UnitName,Power_dyn,Power_leak
T0_Unit_2_37,0.0004095269896419662,0.00010920719723785765
T0_Unit_2_38,8.586531286666051e-05,2.2897416764442802e-05
T0_Unit_2_39,0.0003715963933544584,9.909237156118891e-05
T0_Unit_2_40,0.0004719474616132128,0.00012585265643019004
T0_Unit_2_41,7.751828114417576e-05,2.0671541638446868e-05
T0_Unit_2_42,0.00026365210662710386,7.030722843389435e-05
T0_Unit_2_43,9.09051475652649e-05,2.424137268407064e-05
T0_Unit_2_44,0.0002623205098843101,6.995213596914935e-05
T0_Unit_2_45,0.00032649027486252735,8.706407329667397e-05
T0_Unit_2_46,0.00017510489044234124,4.6694637451290995e-05
T0_Unit_2_47,5.6474414252497006e-05,1.5059843800665868e-05
T0_Unit_2_48,0.00014967946104841134,3.991452294624302e-05
T0_Unit_2_49,0.00018386164688366128,4.902977250230967e-05
T0_Unit_3_0,3.702648745383335e-05,9.873729987688892e-06
T0_Unit_3_1,8.495642413199155e-05,2.2655046435197744e-05
T0_Unit_3_2,0.00019222417615860407,5.125978030896108e-05
T0_Unit_3_3,9.683037629544063e-05,2.5821433678784164e-05
T0_Unit_3_4,1.3613097928915064e-05,3.630159447710684e-06
T0_Unit_3_5,3.078294565747243e-05,8.208785508659315e-06
T0_Unit_3_6,0.0003312146731008691,8.832391282689843e-05
T0_Unit_3_7,0.00010703819854456908,2.8543519611885086e-05
T0_Unit_3_8,6.386016727945482e-05,1.7029377941187948e-05
T0_Unit_3_9,0.0003093406009165001,8.24908269110667e-05
T0_Unit_3_10,0.0001535539613068839,4.094772301516904e-05
T0_Unit_3_11,3.4836326605687594e-05,9.289687094850026e-06
T0_Unit_3_12,0.0005102682111962452,0.00013607152298566539
T0_Unit_3_13,0.0001102035112987056,2.938760301298816e-05
T0_Unit_3_14,0.00040474112965661945,0.00010793096790843183
T0_Unit_3_15,0.0002233378429912402,5.955675813099739e-05
T0_Unit_3_16,0.00014447488903705108,3.8526637076546956e-05
T0_Unit_3_17,0.00014701374342720254,3.920366491392068e-05
T0_Unit_3_18,0.0005369676622464921,0.00014319137659906455
T0_Unit_3_19,0.00037890516732305745,0.00010104137795281534
T0_Unit_3_20,0.0002479502895783978,6.612007722090609e-05
T0_Unit_3_21,0.0002057889980908248,5.487706615755328e-05
T0_Unit_3_22,5.231347868078551e-05,1.3950260981542804e-05
T0_Unit_3_23,0.0004857935422465505,0.00012954494459908013
T0_Unit_3_24,0.0001181026281337846,3.149403416900923e-05
T0_Unit_3_25,0.00013280462446416317,3.541456652377685e-05
T0_Unit_3_26,0.0003405808644075808,9.082156384202154e-05
T0_Unit_3_27,0.000718526724350581,0.00019160712649348823
T0_Unit_3_28,0.0005045084446065339,0.000134535585228409
T0_Unit_3_29,0.0006106230604845739,0.00016283281612921967
T0_Unit_3_30,0.00026743930186018123,7.131714716271499e-05
T0_Unit_3_31,0.00019325969567996704,5.1535918847991204e-05
T0_Unit_3_32,0.00030099770319061317,8.026605418416351e-05
T0_Unit_3_33,0.0002349863706486469,6.26630321729725e-05
T0_Unit_3_34,0.00025854558447162057,6.894548919243214e-05
T0_Unit_3_35,0.00038463343761639045,0.00010256891669770411
T0_Unit_3_36,0.00042588142274347334,0.00011356837939825955
T0_Unit_3_37,0.00048405761723388995,0.00012908203126237063
T0_Unit_3_38,7.927249005380798e-05,2.113933068101546e-05
T0_Unit_3_39,0.000366250231263965,9.766672833705731e-05
T0_Unit_3_40,0.000564373681306656,0.0001504996483484416
T0_Unit_3_41,0.0003644119874926687,9.717652999804498e-05
T0_Unit_3_42,0.000389237604986727,0.00010379669466312721
T0_Unit_3_43,0.00031634431329426405,8.435848354513707e-05
T0_Unit_3_44,9.493055147201534e-05,2.5314813725870755e-05
T0_Unit_3_45,0.00037920138980115535,0.00010112037061364143
T0_Unit_3_46,5.670362430114268e-05,1.5120966480304715e-05
T0_Unit_3_47,0.00032750422080797314,8.733445888212616e-05
T0_Unit_3_48,0.0002689052834839061,7.17080755957083e-05
T0_Unit_3_49,7.014553671158217e-05,1.870547645642191e-05
T0_Unit_4_0,7.444385866779658e-05,1.985169564474575e-05
T0_Unit_4_1,0.0001160355926348066,3.094282470261509e-05
T0_Unit_4_2,0.000250096830387753,6.66924881034008e-05
T0_Unit_4_3,0.00013562996393708967,3.616799038322391e-05
T0_Unit_4_4,0.00018530975763840444,4.941593537024118e-05
T0_Unit_4_5,0.00021325364161630254,5.6867637764347345e-05
T0_Unit_4_6,6.418709068907284e-05,1.7116557517086093e-05
T0_Unit_4_7,0.00028176955282223744,7.51385474192633e-05
T0_Unit_4_8,0.00028484936979700204,7.595983194586721e-05
T0_Unit_4_9,0.000401215842740359,0.00010699089139742907
T0_Unit_4_10,0.000167482526117793,4.466200696474479e-05
T0_Unit_4_11,0.0005675622587945845,0.00015134993567855585
T0_Unit_4_12,0.0004513754589193809,0.00012036678904516824
T0_Unit_4_13,4.444976303450016e-05,1.1853270142533375e-05
T0_Unit_4_14,0.0005782246943616371,0.00015419325182976988
T0_Unit_4_15,0.0005064384296285657,0.00013505024790095086
T0_Unit_4_16,0.000473213178770186,0.00012619018100538295
T0_Unit_4_17,9.775384431880776e-05,2.6067691818348735e-05
T0_Unit_4_18,0.0007289509195017456,0.00019438691186713216
T0_Unit_4_19,0.00022948014599696005,6.119470559918934e-05
T0_Unit_4_20,0.0006354493104894484,0.0001694531494638529
T0_Unit_4_21,0.0006234437039074166,0.0001662516543753111
T0_Unit_4_22,0.0005769829478859181,0.00015386211943624483
T0_Unit_4_23,0.00047176583712569246,0.000125804223233518
T0_Unit_4_24,0.000257324799254951,6.861994646798691e-05
T0_Unit_4_25,0.0004639063187247306,0.00012370835165992816
T0_Unit_4_26,0.00053547331367661,0.000142792883647096
T0_Unit_4_27,0.0007525728053097346,0.0002006860814159292
T0_Unit_4_28,0.0003569743851820695,9.51931693818852e-05
T0_Unit_4_29,0.00029180316016540317,7.781417604410748e-05
T0_Unit_4_30,1.5421630444847613e-05,4.112434785292696e-06
T0_Unit_4_31,0.0005781535147419714,0.00015417427059785904
T0_Unit_4_32,4.722202216152485e-05,1.2592539243073292e-05
T0_Unit_4_33,0.0004558011998166947,0.00012154698661778524
T0_Unit_4_34,0.000622658189594171,0.0001660421838917789
T0_Unit_4_35,0.0005245163404765586,0.00013987102412708227
T0_Unit_4_36,0.0006039850527800228,0.0001610626807413394
T0_Unit_4_37,0.0005148699680510864,0.00013729865814695637
T0_Unit_4_38,0.0002585695780290843,6.895188747442247e-05
T0_Unit_4_39,0.00029042201662388,7.744587109970132e-05
T0_Unit_4_40,0.0003129043841423076,8.344116910461536e-05
T0_Unit_4_41,0.00020073808670977028,5.353015645593874e-05
T0_Unit_4_42,3.865194782549238e-05,1.0307186086797968e-05
T0_Unit_4_43,0.00041003469126206754,0.00010934258433655134
T0_Unit_4_44,0.0003658053698346333,9.754809862256889e-05
T0_Unit_4_45,3.655702954741585e-05,9.748541212644225e-06
T0_Unit_4_46,0.000369421029587899,9.851227455677306e-05
T0_Unit_4_47,0.00017907168098507613,4.775244826268696e-05
T0_Unit_4_48,3.071308510384473e-05,8.190156027691926e-06
T0_Unit_4_49,0.0002101228512960957,5.6032760345625506e-05
T0_Unit_5_0,8.825458794578238e-05,2.3534556785541967e-05
T0_Unit_5_1,0.00020709328018838746,5.522487471690331e-05
T0_Unit_5_2,1.0533048677945212e-05,2.8088129807853895e-06
T0_Unit_5_3,3.947539217701597e-06,1.0526771247204256e-06
T0_Unit_5_4,5.178382715744174e-05,1.3809020575317797e-05
T0_Unit_5_5,0.0002358098429679039,6.288262479144104e-05
T0_Unit_5_6,6.176268263175152e-05,1.6470048701800405e-05
T0_Unit_5_7,0.0002531658002553649,6.751088006809732e-05
T0_Unit_5_8,0.0002963673885246979,7.90313036065861e-05
T0_Unit_5_9,0.0004801345654205998,0.00012803588411215992
T0_Unit_5_10,0.0004920537031130941,0.00013121432083015841
T0_Unit_5_11,0.0005932977853562966,0.0001582127427616791
T0_Unit_5_12,0.00018641820615697085,4.971152164185888e-05
T0_Unit_5_13,0.0005664224386677955,0.00015104598364474542
T0_Unit_5_14,0.000439102174209438,0.00011709391312251679
T0_Unit_5_15,0.0004231778739356462,0.00011284743304950564
T0_Unit_5_16,0.0006745763754403157,0.00017988703345075084
T0_Unit_5_17,0.00021947511058528538,5.85266961560761e-05
T0_Unit_5_18,0.0005260152311478986,0.00014027072830610627
T0_Unit_5_19,0.0008144885727634733,0.00021719695273692618
T0_Unit_5_20,0.00038775340490038775,0.00010340090797343672
T0_Unit_5_21,0.0005242260135764425,0.00013979360362038464
T0_Unit_5_22,0.00014979545725252077,3.994545526733887e-05
T0_Unit_5_23,1.0703562088785181e-06,2.8542832236760477e-07
T0_Unit_5_24,0.0003853134665611943,0.0001027502577496518
T0_Unit_5_25,0.0004097599005978059,0.00010926930682608156
T0_Unit_5_26,0.0003939232126734656,0.0001050461900462575
T0_Unit_5_27,0.00017889765637728642,4.7706041700609715e-05
T0_Unit_5_28,0.0004054513440616226,0.0001081203584164327
T0_Unit_5_29,0.00014806297191200988,3.9483459176535974e-05
T0_Unit_5_30,0.0005108017467446159,0.00013621379913189753
T0_Unit_5_31,0.00031266556640002123,8.337748437333898e-05
T0_Unit_5_32,0.0003403499616538203,9.075998977435208e-05
T0_Unit_5_33,0.0005446720021413649,0.0001452458672376973
T0_Unit_5_34,0.0006223497173580661,0.00016595992462881763
T0_Unit_5_35,0.0004205714801336368,0.00011215239470230313
T0_Unit_5_36,0.0005478705751961661,0.00014609882005231097
T0_Unit_5_37,0.0002036277820722839,5.430074188594237e-05
T0_Unit_5_38,0.00018573225900784537,4.95286024020921e-05
T0_Unit_5_39,0.0003624247539034782,9.664660104092751e-05
T0_Unit_5_40,0.0006089939905111393,0.00016239839746963716
T0_Unit_5_41,0.0006225847651687186,0.0001660226040449916
T0_Unit_5_42,0.00024976709282058945,6.660455808549051e-05
T0_Unit_5_43,0.0002319662489368221,6.185766638315254e-05
T0_Unit_5_44,0.000507378420933777,0.00013530091224900722
T0_Unit_5_45,0.0001090932312367714,2.9091528329805703e-05
T0_Unit_5_46,0.000138256142113453,3.6868304563587464e-05
T0_Unit_5_47,0.00023628153136492021,6.300840836397872e-05
T0_Unit_5_48,0.00034229771912211454,9.127939176589721e-05
T0_Unit_5_49,0.0001309439007301721,3.491837352804589e-05
T0_Unit_6_0,1.575271559149028e-05,4.200724157730741e-06
T0_Unit_6_1,5.400631075395002e-05,1.4401682867720005e-05
T0_Unit_6_2,0.00024407214746290684,6.508590599010849e-05
T0_Unit_6_3,6.248120632504479e-05,1.6661655020011943e-05
T0_Unit_6_4,0.00032336275470343104,8.623006792091494e-05
T0_Unit_6_5,0.0003274907300329009,8.73308613421069e-05
T0_Unit_6_6,0.00021067620755616475,5.6180322014977265e-05
T0_Unit_6_7,0.00038149183136693116,0.00010173115503118162
T0_Unit_6_8,0.0005235443618413061,0.00013961182982434828
T0_Unit_6_9,0.00035499407616277956,9.46650869767412e-05
T0_Unit_6_10,0.0006746797335436379,0.0001799145956116368
T0_Unit_6_11,0.0001342387636737281,3.579700364632749e-05
T0_Unit_6_12,0.0001390613930223695,3.7083038139298533e-05
T0_Unit_6_13,0.0001897700089868325,5.0605335729821996e-05
T0_Unit_6_14,0.000715731417077131,0.00019086171122056824
T0_Unit_6_15,6.711725066944622e-05,1.7897933511852324e-05
T0_Unit_6_16,0.000233437653587593,6.225004095669146e-05
T0_Unit_6_17,0.0007718310380164577,0.00020582161013772202
T0_Unit_6_18,0.0008927826622943915,0.00023807537661183772
T0_Unit_6_19,0.0004700540922930312,0.0001253477579448083
T0_Unit_6_20,0.0002837193864745033,7.565850305986754e-05
T0_Unit_6_21,0.0007868520447917897,0.00020982721194447726
T0_Unit_6_22,0.0005613765360246561,0.00014970040960657496
T0_Unit_6_23,0.0002170690159600345,5.7885070922675866e-05
T0_Unit_6_24,0.000935046613634306,0.0002493457636358149
T0_Unit_6_25,0.0007218764732979531,0.00019250039287945414
T0_Unit_6_26,0.0006760156727388327,0.0001802708460636887
T0_Unit_6_27,0.0008674387993428761,0.00023131701315810027
T0_Unit_6_28,0.0004412480113945853,0.00011766613637188939
T0_Unit_6_29,0.0008493226774327683,0.00022648604731540488
T0_Unit_6_30,0.0003167231723821812,8.445951263524831e-05
T0_Unit_6_31,0.00011087940912249541,2.9567842432665442e-05
T0_Unit_6_32,0.000510486585420524,0.00013612975611213975
T0_Unit_6_33,0.000496185545867118,0.0001323161455645648
T0_Unit_6_34,0.0005141648223727652,0.00013711061929940402
T0_Unit_6_35,0.0002527933302245843,6.741155472655581e-05
T0_Unit_6_36,0.0007838526882316965,0.00020902738352845238
T0_Unit_6_37,0.00022040051123739385,5.877346966330503e-05
T0_Unit_6_38,0.0006581555795608269,0.00017550815454955382
T0_Unit_6_39,0.0003027729401329948,8.073945070213193e-05
T0_Unit_6_40,0.0001006765837603659,2.684708900276424e-05
T0_Unit_6_41,0.00017109707237330387,4.5625885966214364e-05
T0_Unit_6_42,0.0002992521896248789,7.980058389996771e-05
T0_Unit_6_43,0.0003563660460803529,9.503094562142744e-05
T0_Unit_6_44,0.0002831695457655119,7.551187887080315e-05
T0_Unit_6_45,0.00022926371436220579,6.113699049658821e-05
T0_Unit_6_46,0.00046068511745442196,0.0001228493646545125
T0_Unit_6_47,0.00026311181109527505,7.016314962540667e-05
T0_Unit_6_48,0.0003683055810597914,9.821482161594437e-05
T0_Unit_6_49,2.3259383278063505e-05,6.202502207483601e-06
T0_Unit_7_0,5.98012811823198e-05,1.5947008315285277e-05
T0_Unit_7_1,0.00019236412956531414,5.1297101217417105e-05
T0_Unit_7_2,0.0003173858450815692,8.46362253550851e-05
T0_Unit_7_3,0.0003813215279592857,0.00010168574078914286
T0_Unit_7_4,8.369564304953538e-05,2.2318838146542766e-05
T0_Unit_7_5,0.0003610712118811601,9.628565650164267e-05
T0_Unit_7_6,1.2772904952975272e-05,3.406107987460072e-06
T0_Unit_7_7,0.0004494091658484954,0.00011984244422626543
T0_Unit_7_8,0.00038229161054213436,0.0001019444294779025
T0_Unit_7_9,0.0006329658301149887,0.0001687908880306636
T0_Unit_7_10,0.0006827015857671113,0.00018205375620456303
T0_Unit_7_11,0.00040038951594523556,0.00010677053758539613
T0_Unit_7_12,0.00046940037097168693,0.0001251734322591165
T0_Unit_7_13,0.0005885826422800111,0.0001569553712746696
T0_Unit_7_14,0.0007217945750081423,0.0001924785533355046
T0_Unit_7_15,0.0007253284160006396,0.00019342091093350384
T0_Unit_7_16,0.0005164838178295404,0.0001377290180878774
T0_Unit_7_17,0.0006720407434611049,0.00017921086492296128
T0_Unit_7_18,0.0005395555019747161,0.0001438814671932576
T0_Unit_7_19,3.872455340217581e-06,1.0326547573913548e-06
T0_Unit_7_20,0.00017181286915766503,4.581676510871067e-05
T0_Unit_7_21,0.0007082342929821803,0.0001888624781285814
T0_Unit_7_22,0.0001529662895178228,4.079101053808607e-05
T0_Unit_7_23,0.0009659890714876083,0.00025759708573002885
T0_Unit_7_24,0.00037323352200633887,9.952893920169036e-05
T0_Unit_7_25,0.0004900567715616517,0.0001306818057497738
T0_Unit_7_26,0.00011209468772523039,2.9891916726728104e-05
T0_Unit_7_27,0.000991447731419146,0.0002643860617117723
T0_Unit_7_28,9.490795574491868e-05,2.5308788198644975e-05
T0_Unit_7_29,0.0007431865650498537,0.00019818308401329426
T0_Unit_7_30,0.0005602435238167388,0.000149398273017797
T0_Unit_7_31,8.139840501776182e-05,2.1706241338069817e-05
T0_Unit_7_32,0.0003592288589086998,9.579436237565327e-05
T0_Unit_7_33,0.0004243036109338062,0.00011314762958234832
T0_Unit_7_34,0.0006000519712425024,0.00016001385899800063
T0_Unit_7_35,0.0009591703185494708,0.0002557787516131922
T0_Unit_7_36,0.00081889230259425,0.00021837128069179996
T0_Unit_7_37,0.0004561815186450732,0.00012164840497201953
T0_Unit_7_38,0.0007494124396434968,0.00019984331723826583
T0_Unit_7_39,0.0007736990315016941,0.00020631974173378507
T0_Unit_7_40,0.0005531735120125899,0.00014751293653669063
T0_Unit_7_41,0.0006185535297153703,0.00016494760792409876
T0_Unit_7_42,0.00031380823265643644,8.36821953750497e-05
T0_Unit_7_43,0.0003772882460291169,0.00010061019894109785
T0_Unit_7_44,0.0004184755011427803,0.00011159346697140808
T0_Unit_7_45,0.0003598656023088658,9.596416061569755e-05
T0_Unit_7_46,0.00016087202435517256,4.289920649471268e-05
T0_Unit_7_47,0.00020761262110565254,5.536336562817401e-05
T0_Unit_7_48,0.0001969637368401001,5.252366315736002e-05
T0_Unit_7_49,8.051714430698432e-05,2.1471238481862484e-05
T0_Unit_8_0,0.00017135194021753957,4.569385072467722e-05
T0_Unit_8_1,8.987135153403224e-05,2.3965693742408594e-05
T0_Unit_8_2,0.00019177007353634402,5.11386862763584e-05
T0_Unit_8_3,1.624335346264847e-05,4.331560923372926e-06
T0_Unit_8_4,0.0002378742155819214,6.343312415517904e-05
T0_Unit_8_5,5.3867219269808295e-05,1.436459180528221e-05
T0_Unit_8_6,0.0002979449513636839,7.945198703031572e-05
T0_Unit_8_7,0.0003861678708484811,0.00010297809889292829
T0_Unit_8_8,0.0005231319537476474,0.00013950185433270597
T0_Unit_8_9,0.0003418375772321018,9.115668726189382e-05
T0_Unit_8_10,0.00040200857005265176,0.00010720228534737379
T0_Unit_8_11,0.0005744989689552987,0.00015319972505474633
T0_Unit_8_12,0.00017008595348248933,4.535625426199715e-05
T0_Unit_8_13,0.00025090053468765215,6.690680925004058e-05
T0_Unit_8_14,0.0008716586395609539,0.00023244230388292102
T0_Unit_8_15,0.0003018275337475975,8.048734233269267e-05
T0_Unit_8_16,0.0004128368168921636,0.00011008981783791028
T0_Unit_8_17,0.00037937944339707513,0.00010116785157255336
T0_Unit_8_18,0.0001166795574487347,3.111454865299592e-05
T0_Unit_8_19,0.0003955713818610767,0.00010548570182962046
T0_Unit_8_20,0.00011543618811493697,3.078298349731652e-05
T0_Unit_8_21,3.9702939335335704e-05,1.0587450489422853e-05
T0_Unit_8_22,0.0006763400511683749,0.0001803573469782333
T0_Unit_8_23,0.0010880366228522011,0.0002901430994272536
T0_Unit_8_24,0.0010988840415509739,0.00029303574441359297
T0_Unit_8_25,0.0007204543778690105,0.00019212116743173613
T0_Unit_8_26,0.00027200012002138877,7.2533365339037e-05
T0_Unit_8_27,0.0003943962286568843,0.0001051723276418358
T0_Unit_8_28,0.0008440500015449793,0.00022508000041199447
T0_Unit_8_29,0.001099690384545997,0.0002932507692122659
T0_Unit_8_30,0.0010765757745015822,0.0002870868732004219
T0_Unit_8_31,0.0003858620388799412,0.00010289654370131765
T0_Unit_8_32,0.0007481067929554929,0.00019949514478813144
T0_Unit_8_33,0.0003694473335040521,9.851928893441387e-05
