UnitName,Power_dyn,Power_leak
T1_Unit_0_46,7.867955151336118e-05,2.0981213736896313e-05
T1_Unit_0_47,0.00021672325217152562,5.779286724574017e-05
T1_Unit_0_48,0.0001168275165134796,3.115400440359456e-05
T1_Unit_0_49,6.79687404674622e-05,1.8124997457989927e-05
T1_Unit_1_0,5.80547413115788e-05,1.5481264349754346e-05
T1_Unit_1_1,0.000105848032542903,2.8226142011440802e-05
T1_Unit_1_2,6.240788719900461e-05,1.6642103253067894e-05
T1_Unit_1_3,0.00017140047562869232,4.570679350098462e-05
T1_Unit_1_4,6.37517883852223e-05,1.7000476902725945e-05
T1_Unit_1_5,5.3976887129716556e-05,1.4393836567924411e-05
T1_Unit_1_6,0.0002710593865683584,7.228250308489556e-05
T1_Unit_1_7,0.00022033601847044854,5.875627159211961e-05
T1_Unit_1_8,0.00022789179461704648,6.0771145231212376e-05
T1_Unit_1_9,0.0002810394063036135,7.494384168096359e-05
T1_Unit_1_10,0.00032278557248589226,8.60761526629046e-05
T1_Unit_1_11,0.00014762362978674242,3.936630127646464e-05
T1_Unit_1_12,0.00029231614996633794,7.795097332435678e-05
T1_Unit_1_13,0.0001351494739902217,3.603985973072578e-05
T1_Unit_1_14,0.00029591579507227543,7.891087868594012e-05
T1_Unit_1_15,0.00036572662445054073,9.752709985347751e-05
T1_Unit_1_16,0.0004365007409579605,0.00011640019758878948
T1_Unit_1_17,0.0001705221799619949,4.547258132319863e-05
T1_Unit_1_18,0.0003104073993475977,8.277530649269271e-05
T1_Unit_1_19,0.00012442643196597193,3.318038185759252e-05
T1_Unit_1_20,0.00022108958222848336,5.8957221927595555e-05
T1_Unit_1_21,0.0004763434151790203,0.0001270249107144054
T1_Unit_1_22,9.90435552930472e-05,2.6411614744812586e-05
T1_Unit_1_23,0.00021666979590129881,5.7778612240346326e-05
T1_Unit_1_24,0.00036403606408238576,9.707628375530288e-05
T1_Unit_1_25,0.0003429958396606412,9.146555724283764e-05
T1_Unit_1_26,0.00018285768781511154,4.876205008402974e-05
T1_Unit_1_27,2.9551669557240545e-05,7.880445215264141e-06
T1_Unit_1_28,8.483183684761382e-05,2.2621823159363683e-05
T1_Unit_1_29,0.0003951817870959143,0.0001053818098922438
T1_Unit_1_30,0.0004919878299005879,0.00013119675464015674
T1_Unit_1_31,0.00028626004743955737,7.633601265054864e-05
T1_Unit_1_32,0.00019812346716103718,5.2832924576276595e-05
T1_Unit_1_33,0.00010498855802931074,2.7996948807816193e-05
T1_Unit_1_34,3.9865872982270496e-05,1.0630899461938797e-05
T1_Unit_1_35,6.573272243882239e-06,1.752872598368597e-06
T1_Unit_1_36,0.000366596715862118,9.775912422989812e-05
T1_Unit_1_37,0.0002909589635296274,7.758905694123397e-05
T1_Unit_1_38,3.25683100716448e-05,8.684882685771946e-06
T1_Unit_1_39,0.0004354488491987573,0.00011611969311966862
T1_Unit_1_40,0.00035966072973549033,9.590952792946408e-05
T1_Unit_1_41,0.0003944077259963024,0.00010517539359901396
T1_Unit_1_42,0.00015922953436774278,4.246120916473141e-05
T1_Unit_1_43,0.00021579398722722264,5.75450632605927e-05
T1_Unit_1_44,9.695955053760708e-05,2.585588014336189e-05
T1_Unit_1_45,0.0003000740058500022,8.001973489333391e-05
T1_Unit_1_46,0.00022826437515034492,6.087050004009199e-05
T1_Unit_1_47,6.1122256092590825e-06,1.6299268291357555e-06
T1_Unit_1_48,0.0002060755796033416,5.495348789422442e-05
T1_Unit_1_49,0.00011333462010985703,3.0222565362628546e-05
T1_Unit_2_0,6.792952938139187e-05,1.8114541168371162e-05
T1_Unit_2_1,1.3938856773202975e-05,3.7170284728541274e-06
T1_Unit_2_2,0.00017658902251359366,4.7090406003624985e-05
T1_Unit_2_3,9.858751163098528e-05,2.6290003101596068e-05
T1_Unit_2_4,1.5628520954425276e-06,4.1676055878467395e-07
T1_Unit_2_5,0.0001505997257491157,4.015992686643086e-05
T1_Unit_2_6,0.00010233215789090865,2.728857543757564e-05
T1_Unit_2_7,0.00025734653207781804,6.862574188741814e-05
T1_Unit_2_8,1.7900823346990177e-05,4.773552892530714e-06
T1_Unit_2_9,7.782896796926017e-05,2.0754391458469377e-05
T1_Unit_2_10,0.0003106631971858936,8.284351924957161e-05
T1_Unit_2_11,1.3578382342917475e-07,3.620901958111326e-08
T1_Unit_2_12,0.00020393177126740557,5.438180567130813e-05
T1_Unit_2_13,8.685913233395425e-05,2.3162435289054465e-05
T1_Unit_2_14,0.0004518229587977677,0.00012048612234607137
T1_Unit_2_15,0.00014375396018678755,3.8334389383143326e-05
T1_Unit_2_16,0.0003040910621320857,8.10909499018895e-05
T1_Unit_2_17,0.00025537331927730255,6.809955180728068e-05
T1_Unit_2_18,0.00046091779657505774,0.00012291141242001536
T1_Unit_2_19,0.0005208936863258038,0.00013890498302021435
T1_Unit_2_20,0.0002486042923969495,6.629447797251988e-05
T1_Unit_2_21,0.00016276388366212276,4.3403702309899395e-05
T1_Unit_2_22,0.0005071348241090103,0.00013523595309573606
T1_Unit_2_23,0.0005171594877891299,0.000137909196743768
T1_Unit_2_24,0.00027325292311904207,7.286744616507791e-05
T1_Unit_2_25,9.196063231072286e-05,2.452283528285943e-05
T1_Unit_2_26,0.0002835418767599072,7.561116713597524e-05
T1_Unit_2_27,0.00037987682778114714,0.00010130048740830588
T1_Unit_2_28,0.0005742470263890697,0.00015313254037041855
T1_Unit_2_29,0.00013653054446185748,3.640814518982867e-05
T1_Unit_2_30,0.00014068688214918646,3.751650190644972e-05
T1_Unit_2_31,0.00020009797354945169,5.33594596131871e-05
T1_Unit_2_32,0.0005191499485850539,0.00013843998628934774
T1_Unit_2_33,0.0005809260882074568,0.0001549136235219885
T1_Unit_2_34,0.0005517903541285437,0.0001471440944342783
T1_Unit_2_35,0.00032362566030306545,8.630017608081744e-05
T1_Unit_2_36,0.0005579756231374028,0.0001487934995033074
T1_Unit_2_37,0.0004095269896419662,0.00010920719723785764
T1_Unit_2_38,8.586531286666051e-05,2.2897416764442802e-05
T1_Unit_2_39,0.0003715963933544584,9.909237156118891e-05
T1_Unit_2_40,0.0004719474616132128,0.00012585265643019004
T1_Unit_2_41,7.751828114417576e-05,2.0671541638446868e-05
T1_Unit_2_42,0.00026365210662710386,7.030722843389435e-05
T1_Unit_2_43,9.090514756526491e-05,2.424137268407064e-05
T1_Unit_2_44,0.0002623205098843101,6.995213596914935e-05
T1_Unit_2_45,0.00032649027486252735,8.706407329667398e-05
T1_Unit_2_46,0.00017510489044234124,4.6694637451290995e-05
T1_Unit_2_47,5.647441425249701e-05,1.5059843800665866e-05
T1_Unit_2_48,0.00014967946104841134,3.9914522946243015e-05
T1_Unit_2_49,0.00018386164688366128,4.9029772502309667e-05
T1_Unit_3_0,3.702648745383335e-05,9.873729987688893e-06
T1_Unit_3_1,8.495642413199155e-05,2.2655046435197744e-05
T1_Unit_3_2,0.00019222417615860407,5.125978030896108e-05
T1_Unit_3_3,9.683037629544064e-05,2.5821433678784164e-05
T1_Unit_3_4,1.3613097928915065e-05,3.6301594477106835e-06
T1_Unit_3_5,3.078294565747243e-05,8.208785508659315e-06
T1_Unit_3_6,0.0003312146731008691,8.832391282689842e-05
T1_Unit_3_7,0.00010703819854456908,2.854351961188509e-05
T1_Unit_3_8,6.386016727945482e-05,1.7029377941187948e-05
T1_Unit_3_9,0.00030934060091650017,8.24908269110667e-05
T1_Unit_3_10,0.0001535539613068839,4.094772301516904e-05
T1_Unit_3_11,3.48363266056876e-05,9.289687094850026e-06
T1_Unit_3_12,0.0005102682111962452,0.0001360715229856654
T1_Unit_3_13,0.00011020351129870559,2.938760301298816e-05
T1_Unit_3_14,0.00040474112965661945,0.00010793096790843183
T1_Unit_3_15,0.00022333784299124017,5.955675813099739e-05
T1_Unit_3_16,0.00014447488903705108,3.852663707654696e-05
T1_Unit_3_17,0.00014701374342720254,3.920366491392068e-05
T1_Unit_3_18,0.0005369676622464921,0.00014319137659906455
T1_Unit_3_19,0.0003789051673230575,0.00010104137795281535
T1_Unit_3_20,0.0002479502895783978,6.612007722090609e-05
T1_Unit_3_21,0.0002057889980908248,5.4877066157553275e-05
T1_Unit_3_22,5.231347868078551e-05,1.3950260981542804e-05
T1_Unit_3_23,0.0004857935422465505,0.00012954494459908013
T1_Unit_3_24,0.0001181026281337846,3.149403416900923e-05
T1_Unit_3_25,0.00013280462446416317,3.541456652377685e-05
T1_Unit_3_26,0.00034058086440758083,9.082156384202155e-05
T1_Unit_3_27,0.000718526724350581,0.00019160712649348823
T1_Unit_3_28,0.0005045084446065339,0.000134535585228409
T1_Unit_3_29,0.0006106230604845739,0.00016283281612921967
T1_Unit_3_30,0.00026743930186018123,7.131714716271499e-05
T1_Unit_3_31,0.00019325969567996704,5.15359188479912e-05
T1_Unit_3_32,0.00030099770319061317,8.026605418416351e-05
T1_Unit_3_33,0.00023498637064864694,6.26630321729725e-05
T1_Unit_3_34,0.00025854558447162057,6.894548919243214e-05
T1_Unit_3_35,0.0003846334376163905,0.00010256891669770413
T1_Unit_3_36,0.0004258814227434733,0.00011356837939825958
T1_Unit_3_37,0.00048405761723389006,0.00012908203126237063
T1_Unit_3_38,7.927249005380798e-05,2.113933068101546e-05
T1_Unit_3_39,0.000366250231263965,9.766672833705733e-05
T1_Unit_3_40,0.0005643736813066559,0.0001504996483484416
T1_Unit_3_41,0.0003644119874926687,9.717652999804498e-05
T1_Unit_3_42,0.000389237604986727,0.0001037966946631272
T1_Unit_3_43,0.00031634431329426405,8.435848354513707e-05
T1_Unit_3_44,9.493055147201534e-05,2.5314813725870755e-05
T1_Unit_3_45,0.00037920138980115535,0.00010112037061364144
T1_Unit_3_46,5.670362430114268e-05,1.5120966480304715e-05
T1_Unit_3_47,0.00032750422080797314,8.733445888212616e-05
T1_Unit_3_48,0.0002689052834839061,7.17080755957083e-05
T1_Unit_3_49,7.014553671158216e-05,1.8705476456421908e-05
T1_Unit_4_0,7.444385866779658e-05,1.985169564474575e-05
T1_Unit_4_1,0.0001160355926348066,3.094282470261509e-05
T1_Unit_4_2,0.00025009683038775297,6.669248810340079e-05
T1_Unit_4_3,0.00013562996393708967,3.6167990383223905e-05
T1_Unit_4_4,0.00018530975763840444,4.941593537024118e-05
T1_Unit_4_5,0.00021325364161630251,5.686763776434735e-05
T1_Unit_4_6,6.418709068907284e-05,1.7116557517086093e-05
T1_Unit_4_7,0.00028176955282223744,7.513854741926329e-05
T1_Unit_4_8,0.00028484936979700204,7.595983194586721e-05
T1_Unit_4_9,0.000401215842740359,0.00010699089139742907
T1_Unit_4_10,0.000167482526117793,4.466200696474479e-05
T1_Unit_4_11,0.0005675622587945845,0.00015134993567855583
T1_Unit_4_12,0.00045137545891938086,0.00012036678904516824
T1_Unit_4_13,4.444976303450016e-05,1.1853270142533375e-05
T1_Unit_4_14,0.0005782246943616371,0.00015419325182976988
T1_Unit_4_15,0.0005064384296285657,0.00013505024790095086
T1_Unit_4_16,0.00047321317877018604,0.00012619018100538295
T1_Unit_4_17,9.775384431880776e-05,2.6067691818348732e-05
T1_Unit_4_18,0.0007289509195017456,0.00019438691186713216
T1_Unit_4_19,0.00022948014599696005,6.119470559918934e-05
T1_Unit_4_20,0.0006354493104894483,0.0001694531494638529
T1_Unit_4_21,0.0006234437039074166,0.0001662516543753111
T1_Unit_4_22,0.0005769829478859182,0.00015386211943624486
T1_Unit_4_23,0.00047176583712569246,0.000125804223233518
T1_Unit_4_24,0.000257324799254951,6.861994646798691e-05
T1_Unit_4_25,0.0004639063187247307,0.00012370835165992816
T1_Unit_4_26,0.0005354733136766099,0.000142792883647096
T1_Unit_4_27,0.0007525728053097347,0.0002006860814159292
T1_Unit_4_28,0.0003569743851820695,9.519316938188521e-05
T1_Unit_4_29,0.0002918031601654032,7.781417604410748e-05
T1_Unit_4_30,1.5421630444847613e-05,4.1124347852926966e-06
T1_Unit_4_31,0.0005781535147419714,0.00015417427059785904
T1_Unit_4_32,4.722202216152485e-05,1.2592539243073292e-05
T1_Unit_4_33,0.00045580119981669475,0.00012154698661778522
T1_Unit_4_34,0.000622658189594171,0.0001660421838917789
T1_Unit_4_35,0.0005245163404765586,0.00013987102412708227
T1_Unit_4_36,0.0006039850527800228,0.0001610626807413394
T1_Unit_4_37,0.0005148699680510863,0.00013729865814695637
T1_Unit_4_38,0.00025856957802908434,6.895188747442247e-05
T1_Unit_4_39,0.00029042201662388,7.744587109970132e-05
T1_Unit_4_40,0.0003129043841423076,8.344116910461535e-05
T1_Unit_4_41,0.00020073808670977028,5.353015645593874e-05
T1_Unit_4_42,3.865194782549238e-05,1.0307186086797967e-05
T1_Unit_4_43,0.00041003469126206754,0.00010934258433655134
T1_Unit_4_44,0.0003658053698346333,9.754809862256889e-05
T1_Unit_4_45,3.6557029547415854e-05,9.748541212644224e-06
T1_Unit_4_46,0.000369421029587899,9.851227455677306e-05
T1_Unit_4_47,0.00017907168098507613,4.7752448262686965e-05
T1_Unit_4_48,3.071308510384473e-05,8.190156027691926e-06
T1_Unit_4_49,0.0002101228512960957,5.603276034562551e-05
T1_Unit_5_0,8.825458794578239e-05,2.353455678554197e-05
T1_Unit_5_1,0.00020709328018838746,5.5224874716903305e-05
T1_Unit_5_2,1.0533048677945212e-05,2.808812980785389e-06
T1_Unit_5_3,3.947539217701597e-06,1.0526771247204256e-06
T1_Unit_5_4,5.1783827157441745e-05,1.3809020575317794e-05
T1_Unit_5_5,0.0002358098429679039,6.288262479144104e-05
T1_Unit_5_6,6.176268263175152e-05,1.6470048701800405e-05
T1_Unit_5_7,0.00025316580025536487,6.751088006809732e-05
T1_Unit_5_8,0.00029636738852469784,7.90313036065861e-05
T1_Unit_5_9,0.0004801345654205998,0.00012803588411215992
T1_Unit_5_10,0.0004920537031130941,0.0001312143208301584
T1_Unit_5_11,0.0005932977853562966,0.0001582127427616791
T1_Unit_5_12,0.00018641820615697085,4.971152164185888e-05
T1_Unit_5_13,0.0005664224386677955,0.00015104598364474542
T1_Unit_5_14,0.00043910217420943797,0.00011709391312251679
T1_Unit_5_15,0.0004231778739356462,0.00011284743304950564
T1_Unit_5_16,0.0006745763754403157,0.00017988703345075082
T1_Unit_5_17,0.00021947511058528535,5.85266961560761e-05
T1_Unit_5_18,0.0005260152311478987,0.00014027072830610627
T1_Unit_5_19,0.0008144885727634732,0.00021719695273692618
T1_Unit_5_20,0.00038775340490038775,0.00010340090797343672
T1_Unit_5_21,0.0005242260135764425,0.00013979360362038464
T1_Unit_5_22,0.00014979545725252074,3.994545526733887e-05
T1_Unit_5_23,1.070356208878518e-06,2.854283223676048e-07
T1_Unit_5_24,0.00038531346656119433,0.0001027502577496518
T1_Unit_5_25,0.00040975990059780585,0.00010926930682608155
T1_Unit_5_26,0.0003939232126734656,0.0001050461900462575
T1_Unit_5_27,0.00017889765637728642,4.770604170060972e-05
T1_Unit_5_28,0.0004054513440616226,0.0001081203584164327
T1_Unit_5_29,0.00014806297191200988,3.948345917653597e-05
T1_Unit_5_30,0.0005108017467446159,0.0001362137991318975
T1_Unit_5_31,0.00031266556640002123,8.337748437333898e-05
T1_Unit_5_32,0.0003403499616538203,9.075998977435208e-05
T1_Unit_5_33,0.0005446720021413648,0.00014524586723769733
T1_Unit_5_34,0.0006223497173580661,0.00016595992462881766
T1_Unit_5_35,0.0004205714801336368,0.00011215239470230313
T1_Unit_5_36,0.0005478705751961661,0.00014609882005231097
T1_Unit_5_37,0.00020362778207228392,5.4300741885942374e-05
T1_Unit_5_38,0.00018573225900784537,4.95286024020921e-05
T1_Unit_5_39,0.0003624247539034782,9.664660104092751e-05
T1_Unit_5_40,0.0006089939905111393,0.00016239839746963716
T1_Unit_5_41,0.0006225847651687187,0.00016602260404499161
T1_Unit_5_42,0.00024976709282058945,6.660455808549051e-05
T1_Unit_5_43,0.00023196624893682206,6.185766638315254e-05
T1_Unit_5_44,0.0005073784209337769,0.00013530091224900722
T1_Unit_5_45,0.00010909323123677141,2.9091528329805706e-05
T1_Unit_5_46,0.000138256142113453,3.686830456358746e-05
T1_Unit_5_47,0.00023628153136492021,6.300840836397872e-05
T1_Unit_5_48,0.0003422977191221145,9.127939176589721e-05
T1_Unit_5_49,0.0001309439007301721,3.491837352804589e-05
T1_Unit_6_0,1.575271559149028e-05,4.200724157730741e-06
T1_Unit_6_1,5.4006310753950016e-05,1.4401682867720005e-05
T1_Unit_6_2,0.00024407214746290684,6.50859059901085e-05
T1_Unit_6_3,6.248120632504479e-05,1.6661655020011943e-05
T1_Unit_6_4,0.00032336275470343104,8.623006792091494e-05
T1_Unit_6_5,0.0003274907300329009,8.733086134210691e-05
T1_Unit_6_6,0.00021067620755616477,5.618032201497727e-05
T1_Unit_6_7,0.0003814918313669312,0.00010173115503118161
T1_Unit_6_8,0.0005235443618413062,0.0001396118298243483
T1_Unit_6_9,0.0003549940761627796,9.46650869767412e-05
T1_Unit_6_10,0.0006746797335436379,0.00017991459561163682
T1_Unit_6_11,0.0001342387636737281,3.579700364632749e-05
T1_Unit_6_12,0.0001390613930223695,3.708303813929853e-05
T1_Unit_6_13,0.00018977000898683249,5.0605335729821996e-05
T1_Unit_6_14,0.0007157314170771309,0.00019086171122056824
T1_Unit_6_15,6.711725066944622e-05,1.7897933511852324e-05
T1_Unit_6_16,0.000233437653587593,6.225004095669146e-05
T1_Unit_6_17,0.0007718310380164577,0.000205821610137722
T1_Unit_6_18,0.0008927826622943914,0.0002380753766118377
T1_Unit_6_19,0.00047005409229303115,0.0001253477579448083
T1_Unit_6_20,0.0002837193864745033,7.565850305986754e-05
T1_Unit_6_21,0.0007868520447917897,0.00020982721194447726
T1_Unit_6_22,0.0005613765360246561,0.00014970040960657496
T1_Unit_6_23,0.0002170690159600345,5.788507092267585e-05
T1_Unit_6_24,0.000935046613634306,0.0002493457636358149
T1_Unit_6_25,0.0007218764732979531,0.00019250039287945414
T1_Unit_6_26,0.0006760156727388327,0.0001802708460636887
T1_Unit_6_27,0.0008674387993428762,0.0002313170131581003
T1_Unit_6_28,0.00044124801139458535,0.0001176661363718894
T1_Unit_6_29,0.0008493226774327683,0.00022648604731540488
T1_Unit_6_30,0.0003167231723821812,8.445951263524831e-05
T1_Unit_6_31,0.00011087940912249541,2.9567842432665442e-05
T1_Unit_6_32,0.000510486585420524,0.00013612975611213977
T1_Unit_6_33,0.000496185545867118,0.0001323161455645648
T1_Unit_6_34,0.0005141648223727653,0.00013711061929940402
T1_Unit_6_35,0.00025279333022458435,6.741155472655581e-05
T1_Unit_6_36,0.0007838526882316965,0.00020902738352845238
T1_Unit_6_37,0.00022040051123739385,5.877346966330503e-05
T1_Unit_6_38,0.0006581555795608269,0.00017550815454955382
T1_Unit_6_39,0.0003027729401329948,8.073945070213193e-05
T1_Unit_6_40,0.0001006765837603659,2.684708900276424e-05
T1_Unit_6_41,0.00017109707237330387,4.5625885966214364e-05
T1_Unit_6_42,0.00029925218962487886,7.980058389996771e-05
T1_Unit_6_43,0.00035636604608035285,9.503094562142744e-05
T1_Unit_6_44,0.0002831695457655119,7.551187887080315e-05
T1_Unit_6_45,0.00022926371436220576,6.113699049658821e-05
T1_Unit_6_46,0.00046068511745442196,0.0001228493646545125
T1_Unit_6_47,0.00026311181109527505,7.016314962540667e-05
T1_Unit_6_48,0.00036830558105979135,9.821482161594437e-05
T1_Unit_6_49,2.3259383278063505e-05,6.202502207483601e-06
T1_Unit_7_0,5.98012811823198e-05,1.5947008315285274e-05
T1_Unit_7_1,0.00019236412956531412,5.129710121741711e-05
T1_Unit_7_2,0.0003173858450815692,8.463622535508509e-05
T1_Unit_7_3,0.00038132152795928567,0.00010168574078914286
T1_Unit_7_4,8.369564304953538e-05,2.2318838146542766e-05
T1_Unit_7_5,0.0003610712118811601,9.628565650164267e-05
T1_Unit_7_6,1.2772904952975273e-05,3.406107987460072e-06
T1_Unit_7_7,0.0004494091658484954,0.00011984244422626543
T1_Unit_7_8,0.0003822916105421344,0.0001019444294779025
T1_Unit_7_9,0.0006329658301149888,0.00016879088803066359
T1_Unit_7_10,0.0006827015857671112,0.00018205375620456303
T1_Unit_7_11,0.0004003895159452356,0.00010677053758539612
T1_Unit_7_12,0.00046940037097168693,0.0001251734322591165
T1_Unit_7_13,0.0005885826422800111,0.0001569553712746696
T1_Unit_7_14,0.0007217945750081423,0.00019247855333550458
T1_Unit_7_15,0.0007253284160006397,0.00019342091093350384
T1_Unit_7_16,0.0005164838178295403,0.00013772901808787742
T1_Unit_7_17,0.0006720407434611049,0.00017921086492296128
T1_Unit_7_18,0.0005395555019747161,0.0001438814671932576
T1_Unit_7_19,3.8724553402175816e-06,1.0326547573913548e-06
T1_Unit_7_20,0.00017181286915766503,4.581676510871067e-05
T1_Unit_7_21,0.0007082342929821803,0.0001888624781285814
T1_Unit_7_22,0.00015296628951782281,4.079101053808607e-05
T1_Unit_7_23,0.0009659890714876084,0.00025759708573002885
T1_Unit_7_24,0.00037323352200633887,9.952893920169035e-05
T1_Unit_7_25,0.0004900567715616517,0.0001306818057497738
T1_Unit_7_26,0.00011209468772523039,2.9891916726728107e-05
T1_Unit_7_27,0.000991447731419146,0.00026438606171177233
T1_Unit_7_28,9.490795574491868e-05,2.5308788198644972e-05
T1_Unit_7_29,0.0007431865650498538,0.00019818308401329423
T1_Unit_7_30,0.0005602435238167388,0.000149398273017797
T1_Unit_7_31,8.139840501776181e-05,2.1706241338069814e-05
T1_Unit_7_32,0.0003592288589086998,9.579436237565329e-05
T1_Unit_7_33,0.0004243036109338062,0.00011314762958234831
T1_Unit_7_34,0.0006000519712425023,0.00016001385899800063
T1_Unit_7_35,0.0009591703185494707,0.00025577875161319217
T1_Unit_7_36,0.00081889230259425,0.0002183712806918
T1_Unit_7_37,0.0004561815186450731,0.00012164840497201953
T1_Unit_7_38,0.0007494124396434968,0.00019984331723826585
T1_Unit_7_39,0.0007736990315016941,0.00020631974173378507
T1_Unit_7_40,0.0005531735120125899,0.00014751293653669065
T1_Unit_7_41,0.0006185535297153702,0.00016494760792409876
T1_Unit_7_42,0.00031380823265643644,8.36821953750497e-05
T1_Unit_7_43,0.0003772882460291169,0.00010061019894109784
T1_Unit_7_44,0.00041847550114278034,0.00011159346697140808
T1_Unit_7_45,0.0003598656023088658,9.596416061569756e-05
T1_Unit_7_46,0.00016087202435517256,4.289920649471268e-05
T1_Unit_7_47,0.0002076126211056525,5.536336562817401e-05
T1_Unit_7_48,0.0001969637368401001,5.2523663157360025e-05
T1_Unit_7_49,8.051714430698432e-05,2.1471238481862484e-05
T1_Unit_8_0,0.00017135194021753955,4.5693850724677225e-05
T1_Unit_8_1,8.987135153403224e-05,2.3965693742408594e-05
T1_Unit_8_2,0.000191770073536344,5.11386862763584e-05
T1_Unit_8_3,1.624335346264847e-05,4.3315609233729266e-06
T1_Unit_8_4,0.00023787421558192138,6.343312415517904e-05
T1_Unit_8_5,5.38672192698083e-05,1.436459180528221e-05
T1_Unit_8_6,0.00029794495136368387,7.945198703031572e-05
T1_Unit_8_7,0.0003861678708484811,0.00010297809889292829
T1_Unit_8_8,0.0005231319537476474,0.00013950185433270594
T1_Unit_8_9,0.0003418375772321018,9.115668726189382e-05
T1_Unit_8_10,0.00040200857005265176,0.0001072022853473738
T1_Unit_8_11,0.0005744989689552987,0.00015319972505474633
T1_Unit_8_12,0.00017008595348248933,4.535625426199715e-05
T1_Unit_8_13,0.0002509005346876521,6.690680925004058e-05
T1_Unit_8_14,0.0008716586395609539,0.00023244230388292105
T1_Unit_8_15,0.0003018275337475975,8.048734233269267e-05
T1_Unit_8_16,0.00041283681689216364,0.00011008981783791028
T1_Unit_8_17,0.0003793794433970751,0.00010116785157255336
T1_Unit_8_18,0.00011667955744873469,3.111454865299592e-05
T1_Unit_8_19,0.0003955713818610767,0.00010548570182962046
T1_Unit_8_20,0.00011543618811493697,3.078298349731652e-05
T1_Unit_8_21,3.970293933533569e-05,1.0587450489422853e-05
T1_Unit_8_22,0.0006763400511683749,0.0001803573469782333
T1_Unit_8_23,0.0010880366228522011,0.0002901430994272536
T1_Unit_8_24,0.001098884041550974,0.00029303574441359297
T1_Unit_8_25,0.0007204543778690105,0.0001921211674317361
T1_Unit_8_26,0.0002720001200213888,7.2533365339037e-05
T1_Unit_8_27,0.0003943962286568843,0.0001051723276418358
T1_Unit_8_28,0.0008440500015449793,0.00022508000041199447
T1_Unit_8_29,0.001099690384545997,0.0002932507692122659
T1_Unit_8_30,0.0010765757745015822,0.0002870868732004219
T1_Unit_8_31,0.0003858620388799412,0.00010289654370131764
T1_Unit_8_32,0.0007481067929554928,0.00019949514478813144
T1_Unit_8_33,0.00036944733350405214,9.851928893441388e-05
T1_Unit_8_34,0.00028787698886549964,7.67671970307999e-05
